question,answer,len_q1,len_q2,diff_len,len_char_q1,len_char_q2,len_word_q1,len_word_q2,common_words,fuzz_qratio,fuzz_WRatio,fuzz_partial_ratio,fuzz_partial_token_set_ratio,fuzz_partial_token_sort_ratio,fuzz_token_set_ratio,fuzz_token_sort_ratio,wmd,norm_wmd,cosine_distance,cityblock_distance,jaccard_distance,canberra_distance,euclidean_distance,minkowski_distance,braycurtis_distance,skew_q1vec,skew_q2vec,kur_q1vec,kur_q2vec
the man is doing a handstand on the wet sand at the edge of the water at the beach,a handstand is being performed by a man on the beach,82,52,30,16,17,19,11,7,51,86,54,100,75,77,61,2.1360416566947547,0.7388087359040424,0.2870819694116782,10.716659154903027,1.0,156.6792234627914,0.7577360746953771,0.33659944639905104,0.42527149732986397,0.15252371846041782,-0.1552826131934973,-0.10159783922070753,0.20883999628828231
the man is doing a handstand on the wet shore at the edge of the water at the beach,a man is performing a handstand on the beach,83,44,39,16,16,19,9,7,58,86,77,100,70,85,57,2.117524259663293,0.743827110112684,0.2578197574321778,9.961136743804673,1.0,146.04189732334052,0.7180804626194995,0.3253749574427036,0.38584081620897925,0.0840107409134185,-0.0930948388896856,-0.43943845042788743,0.04039674006381233
a boy of young age is playing in the park with his mother,a young boy is playing in the park with his mother,57,50,7,19,18,13,11,11,88,95,92,100,94,100,93,0.5194647136858755,0.2011356031810493,0.033686149526109044,3.577951156621566,1.0,76.10264503674547,0.2595617473850906,0.1173642079623414,0.1306464378721296,0.12822652249460173,0.2015285292963285,-0.08749055184166821,0.004219151045706582
the boy in blue is running away from the woman in blue,a boy in blue is running away from a woman in blue,54,50,4,17,15,12,12,8,92,92,94,100,84,97,88,0.0,0.0,4.440892098500626e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.2645908036910414,0.2645908036910414,-0.11974070583235097,-0.11974070583235097
a young boy is playing in the park with his mother,the boy in blue is running away from the woman in blue,50,54,-4,18,17,11,12,4,44,56,45,100,55,59,54,2.460201733104107,1.001401132947365,0.39070570210403055,12.423517129587708,1.0,169.2728615932465,0.8839748083548928,0.39531878402832393,0.5035211084289223,0.2015285292963285,0.2645908036910414,0.004219151045706582,-0.11974070583235097
a young boy is playing in the park with his mother,a boy in blue is running towards a woman in blue,50,48,2,18,16,11,11,4,47,52,46,100,48,55,49,2.5047925454549462,1.0083468492548362,0.4250646535669238,12.815314679741277,1.0,171.2151368710347,0.9220245856318332,0.41194547398632075,0.5283835782636859,0.2015285292963285,0.2702664415964569,0.004219151045706582,-0.08802622432817664
a boy of young age is playing in the park with his mother,a boy in blue is running away from a woman in blue,57,50,7,19,15,13,12,4,49,51,48,100,46,54,47,2.4943925210632587,1.0111862655418258,0.4280570579485804,12.947600554733071,1.0,176.48012188813706,0.9252643475456038,0.4133787597569637,0.5325797782684977,0.12822652249460173,0.2645908036910414,-0.08749055184166821,-0.11974070583235097
a little boy with brown hair is jumping off of a brown chair onto the floor,there is no little boy with brown hair jumping off of a brown chair onto the floor,75,82,-7,20,20,16,17,14,90,95,97,100,95,100,93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.061682216375043605,0.061682216375043605,-0.24021966793759475,-0.24021966793759475
a young boy is quickly jumping off a chair,a young boy is jumping off a chair,42,34,8,19,16,9,8,7,89,95,76,100,88,100,89,0.6873807232627869,0.2705674362992764,0.06218217667102244,4.8816965426303796,1.0,97.55882875568507,0.3526532962648061,0.15819215756118588,0.18130564024611034,0.07642542507807364,0.14182366700473062,0.017853017908823432,0.2335581022133404
a young boy is jumping off a chair,a young boy is jumping onto a chair,34,35,-1,16,16,8,8,6,93,93,91,100,91,93,93,0.6975171911697388,0.26447314506325725,0.06577146742607787,5.0812115556545905,1.0,99.95420422261317,0.3626884669068239,0.16303826602370508,0.18988463874556055,0.14182366700473062,0.09793994430342669,0.2335581022133404,0.435894006139669
one little boy with brown hair is jumping off of the brown chair onto the floor,a young boy is jumping off a chair,79,34,45,20,16,16,8,5,50,86,65,100,62,86,50,2.291073806483913,0.8933613475985529,0.3260762997604598,11.073597063557827,1.0,158.51444137999377,0.807559618699703,0.3629804400147526,0.44077338901236846,0.07717381004418739,0.14182366700473062,-0.315171829714858,0.2335581022133404
two balls are bouncing against some colorful kids,two kids are bouncing on colorful balls,49,39,10,18,17,8,7,6,70,91,64,100,92,96,86,0.0,0.0,1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.0,0.0,-0.08778215049503615,-0.08778215049503615,0.15777045606012807,0.15777045606012807
the children are not wearing black tights and are not hopping,the children are wearing black tights and hopping,61,49,12,17,17,11,8,8,89,95,86,100,84,100,89,0.0,0.0,2.220446049250313e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.051478448725156896,0.051478448725156896,-0.22253773814416622,-0.22253773814416622
two kids are bouncing on colorful balls,some children are wearing black tights and hopping,39,50,-11,17,18,7,8,1,38,41,41,100,46,43,43,2.997284063521576,1.100076442529869,0.501513209478067,13.66152780779521,1.0,170.91074747839048,1.001512089903222,0.45232227951921256,0.5782652656522109,-0.08778215049503615,0.051478448725156896,0.15777045606012807,-0.22253773814416622
the children are not wearing black tights and are not hopping,two kids are bouncing on colorful balls,61,39,22,17,17,11,7,1,38,86,41,100,46,41,40,2.997284063521576,1.100076442529869,0.501513209478067,13.66152780779521,1.0,170.91074747839048,1.001512089903222,0.45232227951921256,0.5782652656522109,0.051478448725156896,-0.08778215049503615,-0.22253773814416622,0.15777045606012807
two children are bouncing on colorful balls,the children are wearing black tights and hopping,43,49,-6,17,17,7,8,2,50,50,51,100,51,52,48,2.6258455017641067,0.9569417903450013,0.5012649873225993,13.6996983281133,1.0,169.7645877705412,1.0012642142977757,0.455834809942225,0.5782034836037422,-0.07648640730683519,0.051478448725156896,0.3457470633990294,-0.22253773814416622
two kids are sitting on colorful balls,the children are wearing black tights and hopping,38,49,-11,17,17,7,8,1,39,44,42,100,50,46,46,3.0396420818697933,1.1255678216409684,0.4700322758371843,13.267478042049333,1.0,169.1827658410769,0.9695692724406777,0.4377664673218273,0.5582675869844546,-0.07949144700126132,0.051478448725156896,0.409215092351086,-0.22253773814416622
a little girl is frowning and taking off a fake nose and glasses,a little girl is smiling and wearing a fake nose and glasses,64,60,4,14,15,13,12,8,85,85,82,100,78,84,81,0.8667912882077822,0.31095715411378727,0.07942785107093253,5.6875201969287446,1.0,105.7528932650637,0.3985670517175617,0.176011132545308,0.2127253550611308,0.08923133737458919,0.1094498943451618,0.11994489846181455,0.17205646782942763
a little girl is smiling and wearing a fake nose and glasses,the blonde girl with the pink top is not smiling and not wearing funny glasses with a large nose attached,60,105,-45,15,21,12,20,8,55,86,67,100,65,88,62,1.7721813309070493,0.6644005104812442,0.1219855097933441,6.501274927020859,1.0,107.3862305282677,0.49393421666906384,0.23186341306700128,0.2392544084624788,0.1094498943451618,0.11525537753569919,0.17205646782942763,-0.46426035542888267
the blonde girl with the pink top is smiling and wearing funny glasses with a large nose attached,the little girl is smiling and wearing a fake nose and glasses,97,62,35,21,16,18,12,9,60,86,68,100,73,88,69,1.7721813309070493,0.6644005104812442,0.1219855097933441,6.501274927020859,1.0,107.3862305282677,0.49393421666906384,0.23186341306700128,0.2392544084624788,0.11525537753569919,0.1094498943451618,-0.46426035542888267,0.17205646782942763
the blonde girl with the pink top is smiling and wearing funny glasses with a large nose attached,a little girl is smiling and wearing a fake nose and glasses,97,60,37,21,15,18,12,8,57,86,70,100,67,88,65,1.7721813309070493,0.6644005104812442,0.1219855097933441,6.501274927020859,1.0,107.3862305282677,0.49393421666906384,0.23186341306700128,0.2392544084624788,0.11525537753569919,0.1094498943451618,-0.46426035542888267,0.17205646782942763
a man is squirting water into the mouth of a white dog with a squirt gun,there is no man squirting water into the mouth of a white dog with a squirt gun,72,79,-7,16,16,16,17,14,90,95,94,100,89,100,93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005305393368681511,0.005305393368681511,0.3807025859623172,0.3807025859623172
a man is squirting water into the mouth of a white dog with a squirt gun,the man is spraying a super soaker into the mouth of the dog,72,60,12,16,17,16,13,8,64,69,70,100,73,73,70,2.128708560924819,0.7213220886626392,0.17269580157848685,7.754481879950617,1.0,124.10490732797645,0.5877002720705454,0.2763590747267284,0.29732780927637764,0.005305393368681511,-0.00704236222283268,0.3807025859623172,0.09715498532017319
a man is spraying a super soaker into the mouth of a dog,there is no man squirting water into the mouth of a white dog with a squirt gun,56,79,-23,17,16,13,17,8,58,69,70,100,73,73,65,2.128708560924819,0.7213220886626392,0.17269580157848685,7.754481879950617,1.0,124.10490732797645,0.5877002720705454,0.2763590747267284,0.29732780927637764,-0.00704236222283268,0.005305393368681511,0.09715498532017319,0.3807025859623172
a man is spraying a super soaker into the mouth of a dog,a man is squirting water into the mouth of a white dog with a squirt gun,56,72,-16,17,16,13,16,8,66,69,75,100,77,73,70,2.128708560924819,0.7213220886626392,0.17269580157848685,7.754481879950617,1.0,124.10490732797645,0.5877002720705454,0.2763590747267284,0.29732780927637764,-0.00704236222283268,0.005305393368681511,0.09715498532017319,0.3807025859623172
a boy under an umbrella is being held by his father who is wearing a coat dyed in blue,a boy under an umbrella is being held by his father who is wearing a blue coat,86,78,8,19,19,19,17,15,89,95,94,100,90,100,95,0.4663344365499283,0.15501471453211665,0.02932747616507858,3.3661042640758296,1.0,73.97374137693123,0.24218785053456898,0.10980301374639939,0.12407422773117172,0.21033081226726602,0.23331511396469212,0.549972327361052,0.5536694105251923
a child is experiencing a new world,a child is falling asleep,35,25,10,15,12,7,5,3,57,57,64,100,64,57,53,2.711364804669912,0.9932978476368111,0.5165140770172103,14.15275833780106,1.0,180.32162948369486,1.016379919296274,0.45642980263555494,0.5910835782774413,-0.07720265299703792,0.3771719757757823,0.03765338424360154,0.35030176818760017
a boy under an umbrella is being held by his father who is wearing a blue coat,a child is amazedly experiencing a new world,78,44,34,19,18,17,8,2,39,86,48,100,45,43,43,3.2174038374660863,1.243026250781983,0.717345221180411,16.60842246878019,1.0,198.8864780411721,1.1977856284129647,0.5391362859028643,0.7664413790512086,0.23331511396469212,-0.07720265299703792,0.5536694105251923,0.03765338424360154
a child is experiencing a new world,a boy under an umbrella is being held by his father who is wearing a coat dyed in blue,35,86,-51,15,19,7,19,2,36,86,49,100,49,37,38,3.2690307370736003,1.2479776667000055,0.7448427584801833,16.818938786933586,1.0,200.02475242535047,1.220526764696359,0.5490711861840388,0.787347114898467,-0.07720265299703792,0.21033081226726602,0.03765338424360154,0.549972327361052
a child is experiencing a new world,a boy under an umbrella is being let go by his father who is wearing a blue coat,35,80,-45,15,19,7,18,2,37,86,52,100,43,37,37,3.138994833300233,1.2408431403781472,0.6703181230022507,16.042352214528364,1.0,191.1669358973893,1.1578584893282573,0.5209910888627309,0.7125581699026826,-0.07720265299703792,0.12599763015227175,0.03765338424360154,0.4233050056791159
"a boy, who is wearing a blue coat, is being held by his father under an umbrella",a child is experiencing a new world,80,35,45,20,15,17,7,2,40,86,51,100,46,38,37,3.2558753777589797,1.2799804083263577,0.717345221180411,16.60842246878019,1.0,198.8864780411721,1.1977856284129647,0.5391362859028643,0.7664413790512086,0.23331511396469212,-0.07720265299703792,0.5536694105251923,0.03765338424360154
a dog is playing alone on the shore covered by snow,a dog is walking along a snowdrift,51,34,17,18,13,11,7,3,56,86,68,100,53,51,47,2.8419225428353703,1.0010076844197413,0.3463614866887673,11.426328130088223,1.0,151.37661390712566,0.8322998195330673,0.38116606220851373,0.439439189648385,0.17455044288909932,0.10811724244348378,-0.12174800915604678,-0.41240422718106506
a dog is sleeping on a beach covered by snow,a dog is walking along a snowdrift,44,34,10,17,13,10,7,3,59,59,62,100,50,49,51,2.7173844454028604,0.9141945590186477,0.3153784044488336,10.950938113004668,1.0,152.8769303783185,0.7942020173885838,0.3616524659676315,0.42533152173329203,0.2592870999166152,0.10811724244348378,0.4127823133422228,-0.41240422718106506
a dog is walking along the snowdrift,a dog is playing alone on a beach covered by snow,36,49,-13,15,17,7,11,3,61,61,61,100,47,53,47,2.812842724570575,0.9928092897359496,0.3343618753285741,11.18887141434243,1.0,149.30606791143964,0.8177553513684511,0.37329887984417476,0.4339824661641103,0.10811724244348378,0.06561032265698721,-0.41240422718106506,-0.07741809701746183
a dog is playing alone on a beach covered by snow,there is no dog walking along a snowdrift,49,41,8,17,15,11,8,3,47,52,46,100,49,55,47,2.812842724570575,0.9928092897359496,0.3343618753285741,11.18887141434243,1.0,149.30606791143964,0.8177553513684511,0.37329887984417476,0.4339824661641103,0.06561032265698721,0.10811724244348378,-0.07741809701746183,-0.41240422718106506
a light brown dog is running up a street,the light brown dog is running up a street,40,42,-2,16,16,9,9,8,95,95,98,100,90,100,93,0.0,0.0,1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.198501605048219,0.198501605048219,-0.46875009616529706,-0.46875009616529706
the dog is running into a brown light,a light brown dog is running up a street,37,40,-3,15,16,8,9,6,57,82,63,100,84,86,81,0.6593923858734607,0.26049602371864317,0.057905698741842704,4.70937873928051,1.0,90.72631773863117,0.3403107319359737,0.15259896370166448,0.17027824392240673,0.16141643065118355,0.198501605048219,-0.4563335549492349,-0.46875009616529706
a great dog is climbing a steep hill,a great dog is wildly climbing a steep hill,36,43,-7,16,18,8,9,7,91,95,81,100,100,100,91,0.6381146117392229,0.22778882295771727,0.05012345481513436,4.516438845617813,1.0,87.75139990622685,0.3166179268575976,0.1397120141659184,0.16319212810976527,0.001282672694315837,0.008806391714200324,-0.08165434684050288,-0.3139470514220415
a great dog is climbing a steep hill,the light brown dog is running up a street,36,42,-6,16,16,8,9,3,54,55,57,100,50,58,49,2.6260952966513633,1.0114132141641616,0.47087020881023023,13.336874306114623,1.0,170.23761756130202,0.9704331135172335,0.44074716222797206,0.5382941629131005,0.001282672694315837,0.198501605048219,-0.08165434684050288,-0.46875009616529706
a great dog is climbing a steep hill,there is no light brown dog running up a street,36,47,-11,16,16,8,10,3,46,54,50,100,50,57,48,2.6260952966513633,1.0114132141641616,0.47087020881023023,13.336874306114623,1.0,170.23761756130202,0.9704331135172335,0.44074716222797206,0.5382941629131005,0.001282672694315837,0.198501605048219,-0.08165434684050288,-0.46875009616529706
